Key,Type,Desc,English,French,German,Spanish,Japanese,Korean,Chinese (Simplified),Russian,Traditional Chinese,Turkish,Italian,Portuguese (Brazil)
SUBTASK_SPONGEBOB_KRUSTYKRAB_WASH_KK-ROOFPLANK_GROUP,Text,,Krusty Krab - Roof Planks,Crabe Croustillant - Planches de toit,Krosse Krabbe – Dachplanken,Crustáceo Crujiente: tablas del tejado,カニカーニ - 屋根の板,집게리아 - 후면 널빤지,蟹堡王——屋顶木板,«Красти Краб»: кровельные доски,蟹堡王 - 屋頂板,Yengeç Restoran - Çatı Kalasları,Krusty Krab - Assi tetto,Siri Cascudo - Tábuas do telhado
SUBTASK_SPONGEBOB_KRUSTYKRAB_WASH_KK-SIDEWALLPLANK,Text,,Krusty Krab - Side Wall Plank,Crabe Croustillant - Planche murale latérale,Krosse Krabbe – Seitenwand-Planke,Crustáceo Crujiente: tabla de la pared lateral,カニカーニ - 壁の板（側部）,집게리아 - 측면 벽 널빤지,蟹堡王——侧墙木板,«Красти Краб»: доска боковой стены,蟹堡王 - 側壁板,Yengeç Restoran - Yan Duvar Kalası,Krusty Krab - Asse parete laterale,Siri Cascudo - Tábua da parede lateral
SUBTASK_SPONGEBOB_KRUSTYKRAB_WASH_KK-SIDEWALLPLANK_GROUP,Text,,Krusty Krab - Side Wall Planks,Crabe Croustillant - Planches murales latérales,Krosse Krabbe – Seitenwand-Planken,Crustáceo Crujiente: tablas de la pared lateral,カニカーニ - 壁の板（側部）,집게리아 - 측면 벽 널빤지,蟹堡王——侧墙木板,«Красти Краб»: доски боковых стен,蟹堡王 - 側壁板,Yengeç Restoran - Yan Duvar Kalasları,Krusty Krab - Assi parete laterale,Siri Cascudo - Tábuas da parede lateral
SUBTASK_SPONGEBOB_KRUSTYKRAB_WASH_KK-SIDEWALLROPE,Text,,Krusty Krab - Side Wall Rope,Crabe Croustillant - Corde murale latérale,Krosse Krabbe – Seitenwand-Tau,Crustáceo Crujiente: cuerda de la pared lateral,カニカーニ - 壁の縄（側部）,집게리아 - 측면 벽 밧줄,蟹堡王——侧墙绳,«Красти Краб»: веревка боковой стены,蟹堡王 - 側壁繩,Yengeç Restoran - Yan Duvar Halatı,Krusty Krab - Fune parete laterale,Siri Cascudo - Corda da parede lateral
SUBTASK_SPONGEBOB_KRUSTYKRAB_WASH_KK-SIDEWALLROPE_GROUP,Text,,Krusty Krab - Side Wall Ropes,Crabe Croustillant - Cordes murales latérales,Krosse Krabbe – Seitenwand-Taue,Crustáceo Crujiente: cuerdas de la pared lateral,カニカーニ - 壁の縄（側部）,집게리아 - 측면 벽 밧줄,蟹堡王——侧墙绳,«Красти Краб»: веревки боковых стен,蟹堡王 - 側壁繩,Yengeç Restoran - Yan Duvar Halatları,Krusty Krab - Funi parete laterale,Siri Cascudo - Cordas da parede lateral
SUBTASK_SPONGEBOB_KRUSTYKRAB_WASH_KK-SIGNLETTER,Text,,Krusty Krab - Sign Letter,Crabe Croustillant - Lettre de l'enseigne,"Krosse Krabbe – Schild, Buchstabe",Crustáceo Crujiente: letra del letrero,カニカーニ - 看板の文字,집게리아 - 간판 글씨,蟹堡王——标识字母,«Красти Краб»: буква вывески,蟹堡王 - 招牌字母,Yengeç Restoran - Tabela Harfi,Krusty Krab - Lettera insegna,Siri Cascudo - Letra da placa
SUBTASK_SPONGEBOB_KRUSTYKRAB_WASH_KK-SIGNLETTER_GROUP,Text,,Krusty Krab - Sign Letters,Crabe Croustillant - Lettres de l'enseigne,"Krosse Krabbe – Schild, Buchstaben",Crustáceo Crujiente: letras del letrero,カニカーニ - 看板の文字,집게리아 - 간판 글씨,蟹堡王——标识字母,«Красти Краб»: буквы вывески,蟹堡王 - 招牌字母,Yengeç Restoran - Tabela Harfleri,Krusty Krab - Lettere insegna,Siri Cascudo - Letras da placa
SUBTASK_SPONGEBOB_KRUSTYKRAB_WASH_KK-SIGNPOLE,Text,,Krusty Krab - Sign Pole,Crabe Croustillant - Poteau de l'enseigne,"Krosse Krabbe – Schild, Pfahl",Crustáceo Crujiente: poste del letrero,カニカーニ - 看板のポール,집게리아 - 간판 기둥,蟹堡王——标识杆子,«Красти Краб»: столб вывески,蟹堡王 - 立牌標誌,Yengeç Restoran - Tabela Direği,Krusty Krab - Palo insegna,Siri Cascudo - Haste da placa
SUBTASK_SPONGEBOB_KRUSTYKRAB_WASH_KK-SIGNSHELL,Text,,Krusty Krab - Sign Shell,Crabe Croustillant - Coquille de l'enseigne,"Krosse Krabbe – Schild, Muschel",Crustáceo Crujiente: concha del letrero,カニカーニ - 看板の貝殻,집게리아 - 간판 조개 껍데기,蟹堡王——标识贝壳,«Красти Краб»: часть раковины вывески,蟹堡王 - 招牌貝殼,Yengeç Restoran - Tabela Kabuğu,Krusty Krab - Conchiglia insegna,Siri Cascudo - Concha da placa
SUBTASK_SPONGEBOB_KRUSTYKRAB_WASH_KK-SIGNSHELL_GROUP,Text,,Krusty Krab - Sign Shells,Crabe Croustillant - Coquilles de l'enseigne,"Krosse Krabbe – Schild, Muscheln",Crustáceo Crujiente: conchas del letrero,カニカーニ - 看板の貝殻,집게리아 - 간판 조개 껍데기,蟹堡王——标识贝壳,«Красти Краб»: части раковины вывески,蟹堡王 - 招牌貝殼,Yengeç Restoran - Tabela Kabukları,Krusty Krab - Conchiglie insegna,Siri Cascudo - Conchas da placa
SUBTASK_SPONGEBOB_KRUSTYKRAB_WASH_KK-WEATHERVANE,Text,,Krusty Krab - Weathervane,Crabe Croustillant - Girouette,Krosse Krabbe – Wetterfahne,Crustáceo Crujiente: veleta,カニカーニ - 風見鶏,집게리아 - 풍향계,蟹堡王——风标,«Красти Краб»: флюгер,蟹堡王 - 風向標,Yengeç Restoran - Rüzgâr Fırıldağı,Krusty Krab - Banderuola,Siri Cascudo - Catavento
SUBTASK_SPONGEBOB_KRUSTYKRAB_WASH_KK-WINDOW,Text,,Krusty Krab - Window,Crabe Croustillant - Fenêtre,Krosse Krabbe – Fenster,Crustáceo Crujiente: ventana,カニカーニ - 窓,집게리아 - 창문,蟹堡王——窗,«Красти Краб»: окно,蟹堡王 - 窗戶,Yengeç Restoran - Pencere,Krusty Krab - Finestra,Siri Cascudo - Janela
SUBTASK_SPONGEBOB_KRUSTYKRAB_WASH_KK-WINDOW_GROUP,Text,,Krusty Krab - Windows,Crabe Croustillant - Fenêtres,Krosse Krabbe – Fenster,Crustáceo Crujiente: ventanas,カニカーニ - 窓,집게리아 - 창문,蟹堡王——窗,«Красти Краб»: окна,蟹堡王 - 窗戶,Yengeç Restoran - Pencereler,Krusty Krab - Finestre,Siri Cascudo - Janelas
SUBTASK_SPONGEBOB_MERMALAIR_WASH_CEILINGCHUTE,Text,,Ceiling Chute,Conduit du plafond,Deckenschacht,Conducto del techo,天井のシュート,천장 슈트,天花板滑槽,Потолочный люк,天花板滑槽,Tavan Oluğu,Scivolo soffitto,Canaleta do teto
SUBTASK_SPONGEBOB_MERMALAIR_WASH_CHEMISTRYBEAKER,Text,,Chemistry Beaker,Bécher,Chemie – Becherglas,Vaso de precipitación,科学実験用ビーカー,화학 비커,化学烧杯,Лабораторный стакан,化學燒杯,Beherglas,Becher da chimico,Béquer
SUBTASK_SPONGEBOB_MERMALAIR_WASH_CHEMISTRYBEAKER_GROUP,Text,,Chemistry Beakers,Béchers,Chemie – Bechergläser,Vasos de precipitación,科学実験用ビーカー,화학 비커,化学烧杯,Лабораторные стаканы,化學燒杯,Beherglaslar,Becher da chimico,Béqueres
SUBTASK_SPONGEBOB_MERMALAIR_WASH_CHEMISTRYCONICALFLASK,Text,,Chemistry Conical Flask,Fiole conique,Chemie – Erlenmeyerkolben,Matraz cónico,科学実験用三角フラスコ,화학 삼각 플라스크,锥形化学烧瓶,Коническая колба,化學錐形燒瓶,Erlenmayer,Beuta da chimico,Frasco cônico de química
SUBTASK_SPONGEBOB_MERMALAIR_WASH_CHEMISTRYFLASK,Text,,Chemistry Flask,Flacon,Chemie – Rundkolben,Matraz,科学実験用フラスコ,화학 플라스크,化学烧瓶,Лабораторный сосуд,化學燒瓶,Balon Beher,Ampolla da chimico,Frasco de química
SUBTASK_SPONGEBOB_MERMALAIR_WASH_CHEMISTRYFLASK_GROUP,Text,,Chemistry Flasks,Flacons,Chemie – Rundkolben,Matraces,科学実験用フラスコ,화학 플라스크,化学烧瓶,Лабораторные сосуды,化學燒瓶,Balon Beherler,Ampolle da chimico,Frascos de química
SUBTASK_SPONGEBOB_MERMALAIR_WASH_CHEMISTRYFLASKHOSE,Text,,Chemistry Flask Hose,Tube de flacon,Chemie – Rundkolben-Schlauch,Tubo del matraz,科学実験用フラスコホース,화학 플라스크 호스,化学烧瓶软管,Трубка лабораторного сосуда,化學燒瓶軟管,Balon Beher Hortumu,Tubo ampolla da chimico,Mangueira do frasco de química
SUBTASK_SPONGEBOB_MERMALAIR_WASH_CHEMISTRYFLASKSUSPENDED,Text,,Chemistry Suspended Flask ,Flacon suspendu,Chemie – aufgehängter Rundkolben,Matraz suspendido,科学実験用丸底フラスコ ,화학 매달린 플라스크,悬浮化学烧瓶,Подвесная колба,化學懸浮燒瓶 ,Balon Joje,Ampolla da chimico sopraelevata,Frasco de química suspenso
SUBTASK_SPONGEBOB_MERMALAIR_WASH_CHEMISTRYLABCHAIR,Text,,Chemistry Lab Chair,Chaise de laboratoire,Chemielabor – Stuhl,Silla de laboratorio,科学実験室 - 椅子,화학 실험실 의자,化学实验室椅子,Лабораторный стул,化學實驗室椅子,Kimya Laboratuvarı Sandalyesi,Sedia da laboratorio chimico,Cadeira de laboratório químico
SUBTASK_SPONGEBOB_MERMALAIR_WASH_CHEMISTRYLABOVERHEADLAMP,Text,,Chemistry Lab Overhead Lamp,Applique de laboratoire,Chemielabor – Deckenlampe,Lámpara superior de laboratorio,科学実験室 - ウォールランプ,화학 실험실 오버헤드 램프,化学实验室顶灯,Лабораторный светильник,化學實驗室頂燈,Kimya Laboratuvarı Tepe Lambası,Lampada da laboratorio chimico,Luminária de teto de laboratório químico
SUBTASK_SPONGEBOB_MERMALAIR_WASH_CHEMISTRYLABOVERHEADLAMPBULB,Text,,Chemistry Lab Overhead Lamp Bulb,Ampoule d'applique de laboratoire,"Chemielabor – Deckenlampe, Glühbirne",Bombilla de la lámpara de laboratorio,科学実験室 - ウォールランプの電球,화학 실험실 오버헤드 램프 전구,化学实验室顶灯灯泡,Лампочка лабораторного светильника,化學實驗室頂燈燈泡,Kimya Laboratuvarı Tepe Lambası Ampulü,Lampadina per lampada da laboratorio chimico,Lâmpada da luminária de teto de laboratório químico
SUBTASK_SPONGEBOB_MERMALAIR_WASH_CHEMISTRYLABTABLE,Text,,Chemistry Lab Table,Table de laboratoire,Chemielabor – Tisch,Mesa de laboratorio,科学実験室 - テーブル,화학 실험실 테이블,化学实验室桌子,Лабораторный стол,化學實驗室桌子,Kimya Laboratuvarı Masası,Tavolo da laboratorio chimico,Mesa de laboratório químico
SUBTASK_SPONGEBOB_MERMALAIR_WASH_CHEMISTRYTABLEPATRICKLICENSE,Text,NEW,Patrick's Identity Card,Carte d'identité de Patrick,Patricks Personalausweis,Documento de identidad de Patricio,パトリックの身分証明書,뚱이의 신분증,派大星的身份证,Удостоверение личности Патрика,派大星的身份證,Patrick'in Kimlik Kartı,Carta d'identità di Patrick,Cartão de Identidade de Patrick
SUBTASK_SPONGEBOB_MERMALAIR_WASH_CHEMISTRYTABLEPATRICKLICENSEALT,Text,NEW,Chemistry Table - Patrick's Identity Card,Table de laboratoire - Carte d'identité de Patrick,Chemietisch – Patricks Personalausweis,Mesa de laboratorio: documento de identidad de Patricio,科学実験用テーブル - パトリックの身分証明書,화학 실험 테이블 - 뚱이의 신분증,化学桌——派大星的身份证,Лабораторный стол: удостоверение личности Патрика,化學表 - 派大星的身份證,Kimya Masası - Patrick'in Kimlik Kartı,Tavolo da chimico - Carta d'identità di Patrick,Tabela Periódica - Cartão de Identidade de Patrick
SUBTASK_SPONGEBOB_MERMALAIR_WASH_CHEMISTRYTUBES,Text,,Chemistry Tubes,Tubes,Chemie – Reagenzgläser,Tubos de química,試験管,화학 튜브,化学试管,Пробирки,化學管子,Kimya Tüpleri,Tubo chimico,Tubos de química
SUBTASK_SPONGEBOB_MERMALAIR_WASH_CHEMISTRYTUBES_GROUP,Text,,Chemistry Tubes,Tubes,Chemie – Reagenzgläser,Tubos de química,試験管,화학 튜브,化学试管,Пробирки,化學管子,Kimya Tüpleri,Tubi chimici,Tubos de química
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COMPUTERALARMLIGHT,Text,,Computer Alarm Light,Lumière d'alerte d'ordinateur,Computer-Alarmleuchte,Luz de alarma del ordenador,コンピューター - 警光灯,컴퓨터 알람 표시등,电脑警示灯,Сигнальная лампочка компьютера,電腦警示燈,Bilgisayar Uyarı Işığı,Spia di allarme del computer,Luz de alarme do computador
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COMPUTERCABLE,Text,,Computer Cable,Câble d'ordinateur,Computerkabel,Cable del ordenador,コンピューター - ケーブル,컴퓨터 케이블,电脑电线,Кабель компьютера,電腦電纜,Bilgisayar Kablosu,Cavo del computer,Cabo do computador
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COMPUTERCHAIR,Text,,Computer Chair,Chaise d'ordinateur,Computerstuhl,Silla del ordenador,コンピューター - 椅子,컴퓨터 의자,电脑椅,Компьютерный стул,電腦椅子,Bilgisayar Sandalyesi,Sedia per computer,Cadeira do Computador
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COMPUTERCONSOLE,Text,,Computer Console,Console d'ordinateur,Computerkonsole,Consola del ordenador,コンピューター - コンソール,컴퓨터 콘솔,电脑控制台,Консоль компьютера,電腦控制台,Bilgisayar Konsolu,Pannello computer,Console do Computador
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COMPUTERCONSOLEBUTTON,Text,,Computer Console Button,Bouton de console d'ordinateur,Computerkonsole – Knopf,Botón de la consola del ordenador,コンピューター - コンソール・ボタン,컴퓨터 콘솔 버튼,电脑控制台按钮,Кнопка консоли компьютера,電腦控制台按鈕,Bilgisayar Konsolu Düğmesi,Pulsante pannello computer,Botão do console do computador
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COMPUTERCONSOLEBUTTON_GROUP,Text,,Computer Console Buttons,Boutons de console d'ordinateur,Computerkonsole – Knöpfe,Botones de la consola del ordenador,コンピューター - コンソール・ボタン,컴퓨터 콘솔 버튼,电脑控制台按钮,Кнопки консоли компьютера,電腦控制台按鈕,Bilgisayar Konsolu Düğmeleri,Pulsanti pannello computer,Botões do console do computador
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COMPUTERCONSOLEBUTTONBOARD,Text,,Computer Console Button Board,Panneau de boutons de console d'ordinateur,Computerkonsole – Knopfleiste,Tablero de botones de la consola del ordenador,コンピューター - コンソール・操作盤,컴퓨터 콘솔 버튼 보드,电脑控制台按钮板,Кнопочная панель компьютера,電腦控制台按鈕面板,Bilgisayar Konsolu Düğme Paneli,Tastiera pannello computer,Painel de botões do console do computador
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COMPUTERCONSOLEBUTTONBOARD_GROUP,Text,,Computer Console Button Boards,Panneaux de boutons de console d'ordinateur,Computerkonsole – Knopfleisten,Tableros de botones de la consola del ordenador,コンピューター - コンソール・操作盤,컴퓨터 콘솔 버튼 보드,电脑控制台按钮板,Кнопочные панели компьютера,電腦控制台按鈕面板,Bilgisayar Konsolu Düğme Panelleri,Tastiere pannello computer,Painéis de botões do console do computador
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COMPUTERCONSOLEGAUGE,Text,,Computer Console Gauge,Jauge de console d'ordinateur,Computerkonsole – Instrument,Indicador de la consola del ordenador,コンピューター - コンソール・計器,컴퓨터 콘솔 게이지,电脑控制台仪表,Датчик консоли компьютера,電腦控制台計量錶,Bilgisayar Konsolu Göstergesi,Calibro pannello computer,Manômetro do console do computador
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COMPUTERCONSOLEGAUGE_GROUP,Text,,Computer Console Gauges,Jauges de console d'ordinateur,Computerkonsole – Instrumente,Indicadores de la consola del ordenador,コンピューター - コンソール・計器,컴퓨터 콘솔 게이지,电脑控制台仪表,Датчики консоли компьютера,電腦控制台計量錶,Bilgisayar Konsolu Göstergeleri,Calibri pannello computer,Manômetros do console do computador
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COMPUTERCONSOLELEVER,Text,,Computer Console Lever,Levier de console d'ordinateur,Computerkonsole – Hebel,Palanca de la consola del ordenador,コンピューター - コンソール・レバー,컴퓨터 콘솔 레버,电脑控制台拉杆,Рычаг консоли компьютера,電腦控制台槓桿,Bilgisayar Konsol Kolu,Leva pannello computer,Alavanca do console do computador
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COMPUTERCONSOLELEVER_GROUP,Text,,Computer Console Levers,Leviers de console d'ordinateur,Computerkonsole – Hebel,Palancas de la consola del ordenador,コンピューター - コンソール・レバー,컴퓨터 콘솔 레버,电脑控制台拉杆,Рычаги консоли компьютера,電腦控制台槓桿,Bilgisayar Konsol Kolları,Leve pannello computer,Alavancas do console do computador
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COMPUTERLEVER,Text,,Computer Lever,Levier d'ordinateur,Computerhebel,Palanca del ordenador,コンピューター - レバー,컴퓨터 레버,电脑拉杆,Рычаг компьютера,電腦槓桿,Bilgisayar Kolu,Leva computer,Alavanca do computador
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COMPUTERLEVERBASE,Text,,Computer Lever Base,Boîtier du levier d'ordinateur,Computerhebel – Sockel,Base de la palanca del ordenador,コンピューター - レバーの台座,컴퓨터 레버 받침대,电脑拉杆底座,Основание рычага компьютера,電腦槓桿座,Bilgisayar Kolu Kutusu,Base leva computer,Base da alavanca do computador
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COMPUTERMONITORCASE,Text,,Computer Monitor Case,Cadre du moniteur d'ordinateur,Computermonitor – Gehäuse,Carcasa del monitor del ordenador,コンピューター - モニターケース,컴퓨터 모니터 케이스,电脑显示器外壳,Корпус монитора компьютера,電腦螢幕盒,Bilgisayar Monitörü Yuvası,Esterno monitor computer,Carcaça do monitor do computador
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COMPUTERMONITORSCREEN,Text,,Computer Monitor Screen,Écran du moniteur d'ordinateur,Computermonitor – Bildschirm,Pantalla del monitor del ordenador,コンピューター - モニター画面,컴퓨터 모니터 화면,电脑显示屏,Монитор компьютера,電腦螢幕顯示器,Bilgisayar Monitörü Ekranı,Schermo monitor computer,Tela do monitor do computador
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COMPUTERMONITORSOCKET,Text,,Computer Monitor Socket,Prise du moniteur d'ordinateur,Computermonitor – Buchse,Conexión del monitor del ordenador,コンピューター - モニターの差込口,컴퓨터 모니터 소켓,电脑显示器插口,Разъем монитора компьютера,電腦螢幕插槽,Bilgisayar Monitörü Soketi,Ingresso monitor computer,Soquete do monitor do computador
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COMPUTERMONITORSOCKET_GROUP,Text,,Computer Monitor Sockets,Prises du moniteur d'ordinateur,Computermonitor – Buchsen,Conexiones del monitor del ordenador,コンピューター - モニターの差込口,컴퓨터 모니터 소켓,电脑显示器插口,Разъемы монитора компьютера,電腦螢幕插槽,Bilgisayar Monitörü Soketleri,Ingressi monitor computer,Soquetes do monitor do computador
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COMPUTERSTAND,Text,,Computer Stand,Support d'ordinateur,Computerpodest,Soporte del ordenador,コンピューター - スタンド,컴퓨터 스탠드,电脑平台,Платформа компьютера,電腦支架,Bilgisayar Standı,Piattaforma computer,Suporte do computador
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COMPUTERSTANDBASE,Text,,Computer Stand Base,Base du support d'ordinateur,Computerpodest – Sockel,Base del soporte del ordenador,コンピューター - スタンド・基台,컴퓨터 스탠드 받침대,电脑平台底座,Основание платформы компьютера,電腦支架底座,Bilgisayar Standı Temeli,Base piattaforma computer,Base do suporte do computador
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COMPUTERSTANDLADDER,Text,,Computer Stand Ladder,Échelle du support d'ordinateur,Computerpodest – Leiter,Escalera del soporte del ordenador,コンピューター - スタンド・はしご,컴퓨터 스탠드 사다리,电脑平台梯子,Лестница платформы компьютера,電腦支架梯,Bilgisayar Standı Merdiveni,Scala piattaforma computer,Escada do suporte do computador
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COSTUMEDISPLAYBASE,Text,,Costume Display Base,Base du présentoir à costumes,Kostümschaukasten – Sockel,Base del expositor de trajes,衣装ディスプレイ - 土台,코스튬 진열장 받침대,服装展示底座,Основание стенда с костюмами,服裝展示櫃底座,Kostüm Vitrini Kaidesi,Base espositore costumi,Base do mostruário de roupas
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COSTUMEDISPLAYGLASSCAPTAINMAGMA,Text,,Costume Display Glass - Captain Magma,Vitre de présentoir à costume - Capitaine Magma,"Kostümschaukasten, Glas – Captain Magma",Cristal del expositor de trajes: Capitán Magma,衣装ディスプレイ（キャプテン・マグマ） - ガラス ,코스튬 진열장 유리 - 용암 대장,服装展示玻璃——火山大队长,Стекло стенда с костюмами: Капитан Магма,服裝展示櫃玻璃- 火山大隊長 ,Kostüm Vitrini Camı - Kaptan Magma,Espositore costume in vetro - Professor magma,Vitrine de traje - Capitão Magma
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COSTUMEDISPLAYGLASSELASTICWAISTBAND,Text,,Costume Display Glass - Elastic Waistband,Vitre de présentoir à costume - L'Homme Caoutchouc,"Kostümschaukasten, Glas – Elastischer Hosenbund",Cristal del expositor de trajes: La Banda Elástica,衣装ディスプレイ（エラスティック・ウエストバンド） - ガラス ,코스튬 진열장 유리 - 고무밴드맨,服装展示玻璃——超强弹力橡皮人,Стекло стенда с костюмами: Резиновый Пояс,服裝展示櫃玻璃- 超級彈力橡皮人 ,Kostüm Vitrini Camı - Elastik Kemer,Espositore costume in vetro - Pancera elastica,Vitrine de traje - Cinturão Elástico
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COSTUMEDISPLAYGLASSMISSAPPEAR,Text,,Costume Display Glass - Miss Appear,Vitre de présentoir à costume - Mademoiselle Invisible,"Kostümschaukasten, Glas – Miss Mal-so-mal-so",Cristal del expositor de trajes: Desiaparición,衣装ディスプレイ（ミス・アピール） - ガラス ,코스튬 진열장 유리 - 투명 레이디,服装展示玻璃——无影小姐,Стекло стенда с костюмами: Мисс Явление,服裝展示櫃玻璃- 隱形美眉 ,Kostüm Vitrini Camı - Görünür Kadın,Espositore costume in vetro - La donna invisibile,Vitrine de traje - Senhorita Sumiço
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COSTUMEDISPLAYGLASSTHEQUICKSILVER,Text,,Costume Display Glass - The Quickster,Vitre de présentoir à costume - Fend-la-bise,"Kostümschaukasten, Glas – Turnschuhmann",Cristal del expositor de trajes: Carrerín,衣装ディスプレイ（ザ・クイックスター） - ガラス ,코스튬 진열장 유리 - 빨라 보이,服装展示玻璃——快快俠 ,Стекло стенда с костюмами: Бегунец,服裝展示櫃玻璃- 快快俠 ,Kostüm Vitrini Camı - Koşucu,Espositore costume in vetro - Tornadoman,Vitrine de traje - Ligeirinho
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COSTUMEDISPLAYGLASSTHEQUICKSTER,Text,,Costume Display Glass - The Quickster,Vitre de présentoir à costume - Fend-la-bise,"Kostümschaukasten, Glas – Turnschuhmann",Cristal del expositor de trajes: Carrerín,衣装ディスプレイ（ザ・クイックスター） - ガラス ,코스튬 진열장 유리 - 빨라 보이,服装展示玻璃——快快俠 ,Стекло стенда с костюмами: Бегунец,服裝展示櫃玻璃- 快快俠 ,Kostüm Vitrini Camı -Koşucu,Espositore costume in vetro - Tornadoman,Vitrine de traje - Ligeirinho
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COSTUMEDISPLAYLIDCAPTAINMAGMA,Text,,Costume Display Lid - Captain Magma,Rabat de présentoir à costume - Capitaine Magma,"Kostümschaukasten, Deckel – Captain Magma",Tapa del expositor de trajes: Capitán Magma,衣装ディスプレイ（キャプテン・マグマ） - 蓋,코스튬 진열장 뚜껑 - 용암 대장,服装展示罩——火山大队长,Крышка стенда с костюмами: Капитан Магма,服裝展示櫃蓋子 - 火山大隊長,Kostüm Vitrini Kapağı - Kaptan Magma,Coperchio espositore costume - Professor magma,Tampa da vitrine de traje - Capitão Magma
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COSTUMEDISPLAYLIDELASTICWAISTBAND,Text,,Costume Display Lid - Elastic Waistband,Rabat de présentoir à costume - L'Homme Caoutchouc,"Kostümschaukasten, Deckel – Elastischer Hosenbund",Tapa del expositor de trajes: La Banda Elástica,衣装ディスプレイ（エラスティック・ウエストバンド） - 蓋,코스튬 진열장 뚜껑 - 고무밴드맨,服装展示罩——超强弹力橡皮人,Крышка стенда с костюмами: Резиновый Пояс,服裝展示櫃蓋子 - 超級彈力橡皮人,Kostüm Vitrini Kapağı - Elastik Kemer,Coperchio espositore costume - Pancera elastica,Tampa da vitrine de traje - Cinturão Elástico
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COSTUMEDISPLAYLIDMISSAPPEAR,Text,,Costume Display Lid - Miss Appear,Rabat de présentoir à costume - Mademoiselle Invisible,"Kostümschaukasten, Deckel – Miss Mal-so-mal-so",Tapa del expositor de trajes: Desiaparición,衣装ディスプレイ（ミス・アピール） - 蓋 ,코스튬 진열장 뚜껑 - 투명 레이디,服装展示罩——无影小姐,Крышка стенда с костюмами: Мисс Явление,服裝展示櫃蓋子 - 隱形美眉 ,Kostüm Vitrini Kapağı - Görünür Kadın,Coperchio espositore costume - La donna invisibile,Tampa da vitrine de traje - Senhorita Sumiço
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COSTUMEDISPLAYLIDTHEQUICKSILVER,Text,,Costume Display Lid - The Quickster,Rabat de présentoir à costume - Fend-la-bise,"Kostümschaukasten, Deckel – Turnschuhmann",Tapa del expositor de trajes: Carrerín,衣装ディスプレイ（ザ・クイックスター） - 蓋 ,코스튬 진열장 뚜껑 - 빨라 보이,服装展示罩——快快俠 ,Крышка стенда с костюмами: Бегунец,服裝展示櫃蓋子 - 快快俠 ,Kostüm Vitrini Kapağı - Koşucu,Coperchio espositore costume - Tornadoman,Tampa da vitrine de traje - Ligeirinho
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COSTUMEDISPLAYLIDTHEQUICKSTER,Text,,Costume Display Lid - The Quickster,Rabat de présentoir à costume - Fend-la-bise,"Kostümschaukasten, Deckel – Turnschuhmann",Tapa del expositor de trajes: Carrerín,衣装ディスプレイ（ザ・クイックスター） - 蓋 ,코스튬 진열장 뚜껑 - 빨라 보이,服装展示罩——快快俠 ,Крышка стенда с костюмами: Бегунец,服裝展示櫃蓋子 - 快快俠 ,Kostüm Vitrini Kapağı - Koşucu,Coperchio espositore costume - Tornadoman,Tampa da vitrine de traje - Ligeirinho
SUBTASK_SPONGEBOB_MERMALAIR_WASH_COSTUMEDISPLAYSTANDCAPTAINMAGMA,Text,,Costume Display Stand - Captain Magma,Socle de présentoir à costume - Capitaine Magma,"Kostümschaukasten, Sockel – Captain Magma",Soporte del expositor de trajes: Capitán Magma,衣装ディスプレイ（キャプテン・マグマ） - スタンド ,코스튬 진열장 스탠드 - 용암 대장,服装展示座——火山大队长,Стенд с костюмами: Капитан Магма,服裝展示架 - 火山大隊長 ,Kostüm Vitrini Kapağı - Kaptan Magma,Base espositore costume - Professor magma,Base da vitrine de traje - Capitão Magma
